flag_gems.ops.mm.general_mm, [shape info]: [-, 64, 16160, 7168](batch, M, N, K), [count]: 5026
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 120, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 120, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 128, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 128, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 136, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 136, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 144, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 144, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 152, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 152, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 160, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 160, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 168, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 168, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 176, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 176, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 184, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 184, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 192, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 192, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 200, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 200, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 128, 7168](batch, M, N, K), [count]: 62
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 8192, 1536](batch, M, N, K), [count]: 62
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 128, 7168](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 2112, 7168](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 3072, 1536](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 7168, 2048](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 8192, 1536](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 128, 7168](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 2112, 7168](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 3072, 1536](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 7168, 2048](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 8192, 1536](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 2112, 7168](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 3072, 1536](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 4096, 512](batch, M, N, K), [count]: 61
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 7168, 2048](batch, M, N, K), [count]: 60
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 512, 7168](batch, M, N, K), [count]: 58
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 7168, 256](batch, M, N, K), [count]: 58
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 512, 7168](batch, M, N, K), [count]: 58
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 7168, 256](batch, M, N, K), [count]: 58
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 512, 7168](batch, M, N, K), [count]: 58
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 7168, 256](batch, M, N, K), [count]: 58
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 4608, 7168](batch, M, N, K), [count]: 42
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16384, 7168, 2304](batch, M, N, K), [count]: 42
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 104, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 104, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 112, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 112, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 120, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 120, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 128, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 128, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 136, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 136, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 144, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 144, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 152, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 152, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 16, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 160, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 160, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 168, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 168, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 176, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 176, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 184, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 184, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 192, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 192, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 200, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 200, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 7168, 2304](batch, M, N, K), [count]: 12
